date,final.output.concentrate_ag,final.output.concentrate_pb,final.output.concentrate_sol,final.output.concentrate_au,final.output.recovery,final.output.tail_ag,final.output.tail_pb,final.output.tail_sol,final.output.tail_au,primary_cleaner.input.sulfate,primary_cleaner.input.depressant,primary_cleaner.input.feed_size,primary_cleaner.input.xanthate,primary_cleaner.output.concentrate_ag,primary_cleaner.output.concentrate_pb,primary_cleaner.output.concentrate_sol,primary_cleaner.output.concentrate_au,primary_cleaner.output.tail_ag,primary_cleaner.output.tail_pb,primary_cleaner.output.tail_sol,primary_cleaner.output.tail_au,primary_cleaner.state.floatbank8_a_air,primary_cleaner.state.floatbank8_a_level,primary_cleaner.state.floatbank8_b_air,primary_cleaner.state.floatbank8_b_level,primary_cleaner.state.floatbank8_c_air,primary_cleaner.state.floatbank8_c_level,primary_cleaner.state.floatbank8_d_air,primary_cleaner.state.floatbank8_d_level,rougher.calculation.sulfate_to_au_concentrate,rougher.calculation.floatbank10_sulfate_to_au_feed,rougher.calculation.floatbank11_sulfate_to_au_feed,rougher.calculation.au_pb_ratio,rougher.input.feed_ag,rougher.input.feed_pb,rougher.input.feed_rate,rougher.input.feed_size,rougher.input.feed_sol,rougher.input.feed_au,rougher.input.floatbank10_sulfate,rougher.input.floatbank10_xanthate,rougher.input.floatbank11_sulfate,rougher.input.floatbank11_xanthate,rougher.output.concentrate_ag,rougher.output.concentrate_pb,rougher.output.concentrate_sol,rougher.output.concentrate_au,rougher.output.recovery,rougher.output.tail_ag,rougher.output.tail_pb,rougher.output.tail_sol,rougher.output.tail_au,rougher.state.floatbank10_a_air,rougher.state.floatbank10_a_level,rougher.state.floatbank10_b_air,rougher.state.floatbank10_b_level,rougher.state.floatbank10_c_air,rougher.state.floatbank10_c_level,rougher.state.floatbank10_d_air,rougher.state.floatbank10_d_level,rougher.state.floatbank10_e_air,rougher.state.floatbank10_e_level,rougher.state.floatbank10_f_air,rougher.state.floatbank10_f_level,secondary_cleaner.output.tail_ag,secondary_cleaner.output.tail_pb,secondary_cleaner.output.tail_sol,secondary_cleaner.output.tail_au,secondary_cleaner.state.floatbank2_a_air,secondary_cleaner.state.floatbank2_a_level,secondary_cleaner.state.floatbank2_b_air,secondary_cleaner.state.floatbank2_b_level,secondary_cleaner.state.floatbank3_a_air,secondary_cleaner.state.floatbank3_a_level,secondary_cleaner.state.floatbank3_b_air,secondary_cleaner.state.floatbank3_b_level,secondary_cleaner.state.floatbank4_a_air,secondary_cleaner.state.floatbank4_a_level,secondary_cleaner.state.floatbank4_b_air,secondary_cleaner.state.floatbank4_b_level,secondary_cleaner.state.floatbank5_a_air,secondary_cleaner.state.floatbank5_a_level,secondary_cleaner.state.floatbank5_b_air,secondary_cleaner.state.floatbank5_b_level,secondary_cleaner.state.floatbank6_a_air,secondary_cleaner.state.floatbank6_a_level
1/15/2016 10:00,5.706260951,10.24251099,5.214160572,43.48729109,70.97364051,10.47353869,1.171182788,17.71704878,2.200996576,146.1536963,12.46438465,7.25,0.897431403,7.862339912,10.52688988,18.50481292,35.3608172,15.82363868,3.012419167,7.214806302,2.011641904,1601.066985,-499.8306413,1599.806933,-500.6004899,1599.164142,-499.3344592,1599.697783,-500.2632278,41904.5872,3496.945733,3503.247805,2.657499092,5.974831989,2.539113828,566.616045,60.30876285,38.55393813,6.747692694,13.99613042,6.800263177,14.01851311,6.799799139,11.35486127,7.344955547,27.74206299,19.55097296,88.28069949,4.600020288,0.619485291,19.43627604,1.137302763,1000.332327,-400.1493407,1599.255585,-449.9388345,1599.889681,-450.1840355,1589.251641,-449.9934338,1401.349036,-449.4245062,1400.221018,-450.2570267,13.73581011,4.721778221,9.582874409,2.067618805,25.98648489,-499.4029627,23.96120662,-499.9861177,24.04991775,-500.4356197,23.97241269,-499.7517594,14.00894434,-504.1708074,11.99590316,-501.269181,10.04309967,-498.5299962,8.002632506,-499.7619221,14.00476677,-599.5953237
1/15/2016 11:00,5.582299781,10.02987757,5.751567216,43.46743958,71.38068102,10.39431407,1.087721869,18.0597699,2.098777178,145.4368123,12.47256984,7.25,0.911689013,5.431031731,7.15855804,12.42802608,23.40261812,15.70418626,2.957922743,7.519438793,1.885755173,1600.855438,-499.7533034,1601.166447,-500.2078329,1596.359789,-501.1151812,1599.495372,-499.0024236,42001.6354,3509.223976,3473.00235,2.740830091,5.820759985,2.388038807,585.5584568,60.46014863,38.40131146,6.545208619,14.04609351,6.736784557,13.89117037,6.740840637,11.25153124,7.276271893,27.26757368,19.19359748,88.49911738,4.526953623,0.60775222,20.10801215,1.07812501,1000.564,-399.9390307,1599.86232,-449.0699805,1600.542073,-449.51151,1596.589355,-449.2231113,1398.35197,-451.6769567,1399.861742,-450.1844381,13.43941133,4.475101034,10.10084444,1.874495806,26.07462424,-500.2249782,24.0052403,-500.0260697,23.95037555,-499.5469774,23.98310892,-499.7480103,14.02970391,-503.9408276,12.02229555,-501.2384772,10.02009354,-500.061845,7.964023807,-499.2839815,14.00301126,-599.879856
1/15/2016 12:00,5.664982876,10.16895339,5.484318275,43.33971379,72.65904642,10.47595704,1.050591753,17.52565611,2.064421972,147.9448849,12.48152866,7.25,0.893913202,5.899283897,8.154166967,14.30134512,28.08186863,15.99349936,3.077749445,7.312663932,1.874227575,1603.053015,-499.7285734,1600.537532,-500.0960207,1597.568005,-499.6010396,1599.213513,-500.9646985,42019.29171,3502.637709,3495.776643,2.940927425,6.097592125,2.278955495,549.8124902,59.63703703,37.72837472,6.702242715,13.74650995,6.706416589,13.75827721,6.702969109,11.52876995,7.091961806,27.77485521,19.62047964,89.29998128,4.55924601,0.557098734,20.06766493,1.031922595,999.6357485,-399.4848843,1599.852212,-449.4488262,1599.325946,-448.8121658,1614.612892,-449.7746649,1401.626496,-447.6074403,1400.158685,-448.0354665,13.79522903,4.576719817,9.876373907,1.868321464,26.11192875,-499.4966079,24.09441913,-500.2509,23.94551304,-500.8161075,23.99543383,-499.7615414,13.98396298,-503.6757137,11.92874499,-500.5831835,9.970359483,-498.8223428,8.0163767,-499.0131448,14.00003244,-600.0247405
1/15/2016 13:00,5.474776459,9.813218229,5.587524673,44.09975759,73.58884399,10.37829329,0.900833383,17.46420111,1.975039008,147.8631641,12.49048747,7.25,0.903498358,7.150416032,9.599818116,17.17281901,33.3039107,16.27883251,3.15206681,7.426915911,1.909898106,1598.6849,-499.7732699,1598.883895,-499.9336767,1601.381747,-499.8138238,1599.480171,-499.8560182,41978.46668,3511.525524,3496.65314,2.88069283,6.065917776,2.307924592,558.0581114,62.27633235,39.21949458,6.648421826,13.76897384,6.70334217,13.72829066,6.701212515,11.77408175,7.047297422,28.00769854,19.6774808,89.51970138,4.612201721,0.500825223,19.76186632,0.998902263,999.9786051,-399.3253938,1599.715875,-450.4978057,1600.283816,-449.4137645,1593.544679,-451.5338612,1398.828388,-451.2086507,1400.120843,-450.30675,14.13636688,4.38408948,10.19758153,1.871272011,25.92380961,-499.1709274,24.09089198,-499.666301,24.05819545,-498.6527912,23.98090588,-500.5706649,13.98132509,-504.9475186,12.01405962,-500.6475653,10.00008695,-499.3069717,8.002007308,-499.9707537,14.01997666,-599.9867137
1/15/2016 14:00,5.43771567,9.781181076,6.057626875,44.28411662,70.84701216,10.32441509,0.961210245,18.18526173,2.161255655,144.4477278,12.49944628,7.25,0.904019885,7.84227243,10.51906937,18.82748004,35.64442833,16.10836389,3.082925139,7.684670955,1.872079395,1596.610313,-499.4165727,1597.325921,-499.9441941,1601.44188,-499.6589132,1599.758645,-501.1496164,42074.0944,3500.134009,3497.454405,2.68739487,6.015149033,2.466127391,563.733146,61.28734694,39.84142264,6.6274581,13.72369225,6.700148263,13.71611072,6.703494535,11.30941409,7.244360693,27.32461243,19.27099367,87.23544052,4.785474923,0.630120406,19.90103299,1.208540011,1000.014718,-400.3208769,1600.572169,-449.3519895,1601.079206,-450.8463244,1597.86267,-449.0538267,1400.353257,-448.8663735,1399.930779,-449.3888802,14.37237755,4.402372361,10.11934444,1.96558911,25.9533644,-501.0330379,24.03946458,-500.088979,24.0101165,-499.705384,24.02450094,-499.4663826,13.99631688,-502.9952999,11.9800548,-500.6077515,9.964500908,-499.2617193,8.065047853,-499.4923955,13.99780096,-600.6214162
1/15/2016 15:00,5.45427665,10.01906569,5.744694185,44.08159957,68.75321889,10.35254737,1.137378101,18.43164559,2.336758971,142.0629232,12.50840509,7.25,0.901782395,7.216536018,10.09567994,17.3208034,33.08760856,15.55713863,2.923127995,7.625102448,1.881183537,1600.255355,-499.6672728,1596.90843,-500.5626181,1599.50736,-500.2482416,1601.060787,-500.0784108,42014.72964,3499.487204,3491.709318,2.504938281,6.081431875,2.673614301,567.1400308,62.54061114,40.03409257,6.697238811,13.9331527,6.809515555,13.86356958,6.819097418,10.92449999,7.672106042,27.24440531,19.2326953,85.13629422,5.038404911,0.713910606,19.83992188,1.414933051,999.5736239,-399.9548203,1599.7445,-449.7454274,1599.568963,-451.6574501,1596.977736,-449.5271737,1401.808147,-449.4562278,1401.421854,-450.8946742,13.55399599,4.515849922,10.02428375,1.981439178,25.99654251,-500.1365451,23.92220017,-500.1894754,23.98827005,-500.1715353,24.0414095,-500.1242978,14.01522271,-503.2020215,11.99429915,-500.337803,10.03714861,-499.3950468,8.056438598,-499.4797155,13.97762643,-600.0750286
1/15/2016 16:00,5.410126347,10.86893675,6.258693101,43.44034099,67.83953649,10.38289054,1.239737813,18.54492361,2.423143211,147.5911654,12.5173639,7.25,0.959430425,8.273869418,11.09030356,18.54257184,33.80042204,15.88850521,3.078792196,7.166830799,2.179185822,1602.99912,-500.526448,1597.866105,-499.798253,1598.796914,-498.2143475,1597.075286,-499.1582908,41864.19176,3502.154561,3496.709736,2.546601292,6.158616882,2.647184848,571.6220047,62.81529138,40.17630667,6.741324354,14.89272012,6.903203637,14.83820003,6.894751894,11.23150135,7.46761191,27.2311143,19.04130774,85.44350482,4.930477188,0.749174046,19.76478299,1.406885504,1000.479783,-399.5747484,1600.585419,-450.8718653,1600.05422,-451.89285,1604.245003,-450.7842042,1397.507497,-452.2071812,1398.025205,-451.184768,13.17651288,4.656803533,9.841210365,2.245725128,26.01947502,-499.818693,23.9913096,-500.8883145,24.02680108,-499.856287,23.95970701,-500.4285385,14.03122011,-503.4713074,11.9664262,-500.656842,10.05161962,-498.3187722,8.018090966,-499.6961379,13.95893654,-599.213013
1/15/2016 17:00,5.572498751,10.84148335,6.841935718,42.84453399,69.63376319,10.34961618,1.179975142,18.74802819,2.327441713,151.3943007,12.52276054,7.25,1.006290163,5.742718803,7.331369305,12.58904035,22.65929125,15.4335162,2.872968934,7.51662755,2.03406597,1601.100474,-498.9531019,1600.011854,-500.1214352,1599.216394,-500.2905071,1603.519648,-500.2909549,41950.65705,3507.561754,3499.145258,2.539236624,6.260008362,2.684097595,573.1957377,63.56240154,40.83254146,6.815558916,15.00710109,6.898654353,15.00696102,6.904921125,11.21691145,7.395540782,26.66421566,18.66732728,86.48982729,4.878199052,0.731058881,20.1721441,1.345756526,999.3794299,-400.0117708,1599.920462,-449.5385362,1600.138019,-449.8224384,1605.584328,-450.2634197,1402.422959,-447.2500344,1401.453833,-452.0082132,12.88668318,4.427706233,10.08977667,2.117305962,26.00489396,-500.1378079,24.0516778,-500.3009722,24.02561142,-499.420323,24.00863848,-499.9073778,14.01976817,-541.5699844,12.02183068,-545.5721665,10.02105828,-501.3869823,7.947109502,-500.0627501,14.01499122,-600.670573
1/15/2016 18:00,5.719113135,10.62102717,6.459560853,42.43518097,68.78698075,10.28679703,1.171458542,19.1311208,2.314786005,150.944211,12.51681359,7.25,1.005121034,5.775645414,7.112665717,12.37710195,22.1326418,15.31678553,2.843018559,7.608819531,2.020821822,1599.713324,-500.8112728,1596.49922,-499.1892568,1599.635875,-500.1785686,1598.888237,-499.1122232,42054.38495,3499.600613,3499.494045,2.556826977,5.992591639,2.589242396,578.6545822,63.47345018,39.93464139,6.620244809,14.68880413,6.898598618,14.67669001,6.903515162,11.03912288,7.405501337,25.96054785,18.47030075,85.46222559,4.949870601,0.754358085,20.63453993,1.387433984,999.6882574,-399.2171236,1600.27842,-450.1070913,1599.737339,-448.3964979,1598.20723,-450.37,1396.848252,-458.073441,1397.977965,-442.7051809,12.74021764,4.460185494,10.01373787,2.073935844,26.0089719,-500.4109382,24.07585071,-499.6470299,23.96967845,-500.2079302,23.9788963,-499.8628848,14.00305735,-503.1522579,12.01672444,-501.1364461,10.04186446,-499.3388436,8.007021996,-500.2795833,14.00127146,-602.0723653
1/15/2016 19:00,5.658943181,10.43600233,5.942418403,42.50940181,70.34830005,10.23239158,1.174844609,19.49856601,2.272460063,149.9982601,12.50994737,7.25,0.997030245,0,0,0,0,14.9159492,2.702526849,7.784534106,2.013487016,1599.617983,-499.527131,1599.389604,-499.5548695,1600.44137,-500.503609,1601.900702,-500.1291228,41959.81854,3507.94154,3499.552368,2.44885123,6.046063368,2.77732444,571.7669917,62.82312739,40.38100229,6.801254369,14.81226552,7.0644685,14.81472153,7.064407841,10.78895104,7.537073967,26.09283764,18.51190168,86.24179487,4.919573445,0.739863466,20.30971354,1.369732246,999.7085929,-400.0750457,1600.639292,-450.1109612,1602.333794,-450.6731697,1600.427078,-449.6334838,1401.859581,-448.1451524,1400.906088,-451.7714966,12.70855715,4.565723472,9.997716562,2.138772174,25.99954024,-500.1524624,24.01300044,-500.2970309,24.02224036,-499.3299642,24.01289148,-499.9239805,14.00163244,-509.8083315,12.08766876,-510.7821659,10.0320431,-499.1281828,8.016139861,-499.8068438,13.9497903,-600.1407764
